Frequency (Hz)	Level (dB)
2378.906250	-70.742401
2381.835938	-70.778320
2384.765625	-70.732246
2387.695312	-69.354568
2390.625000	-70.073143
2393.554688	-71.282127
2396.484375	-70.892822
2399.414062	-71.657288
2402.343750	-71.273384
2405.273438	-71.086517
2408.203125	-71.912575
2411.132812	-71.620819
2414.062500	-70.844063
2416.992188	-70.978050
2419.921875	-70.463089
2422.851562	-71.203148
2425.781250	-71.474030
2428.710938	-71.751137
2431.640625	-71.325172
2434.570312	-71.421684
2437.500000	-71.480957
2440.429688	-71.545784
2443.359375	-71.752647
2446.289062	-72.223984
2449.218750	-71.619530
2452.148438	-72.337143
2455.078125	-71.738670
2458.007812	-71.389740
2460.937500	-72.087585
2463.867188	-72.226746
2466.796875	-71.433563
2469.726562	-71.468422
2472.656250	-70.995323
2475.585938	-71.604279
2478.515625	-71.869781
2481.445312	-71.703880
2484.375000	-71.657478
2487.304688	-72.433548
2490.234375	-71.928146
2493.164062	-72.146179
2496.093750	-71.732475
2499.023438	-71.678352
2501.953125	-71.823776
2504.882812	-72.235413
2507.812500	-72.152634
2510.742188	-71.801163
2513.671875	-71.859085
2516.601562	-71.847748
2519.531250	-71.787804
2522.460938	-71.951073
2525.390625	-72.023537
2528.320312	-72.146378
2531.250000	-72.174408
2534.179688	-72.013329
2537.109375	-71.992073
2540.039062	-72.541618
2542.968750	-72.071983
2545.898438	-72.407959
2548.828125	-71.555595
2551.757812	-71.810120
2554.687500	-72.079529
2557.617188	-71.956161
2560.546875	-71.831612
2563.476562	-72.278275
2566.406250	-71.800735
2569.335938	-71.405762
2572.265625	-70.757744
2575.195312	-71.497284
2578.125000	-71.808716
2581.054688	-71.925293
2583.984375	-72.275505
2586.914062	-72.335930
2589.843750	-72.087547
2592.773438	-72.370087
2595.703125	-71.771942
2598.632812	-72.216019
2601.562500	-71.613144
2604.492188	-72.093033
2607.421875	-72.105850
2610.351562	-71.817947
2613.281250	-71.811020
2616.210938	-72.380852
2619.140625	-71.734650
2622.070312	-72.422325
2625.000000	-71.401939
2627.929688	-71.992912
2630.859375	-72.349434
2633.789062	-71.944557
2636.718750	-72.393242
2639.648438	-72.675224
2642.578125	-72.665260
2645.507812	-72.435287
2648.437500	-71.644806
2651.367188	-71.351021
2654.296875	-71.776108
2657.226562	-71.469933
2660.156250	-72.036644
2663.085938	-71.780510
2666.015625	-72.009644
2668.945312	-72.583641
2671.875000	-72.705002
2674.804688	-73.065109
2677.734375	-72.766434
2680.664062	-72.471817
2683.593750	-73.214966
2686.523438	-72.183228
2689.453125	-72.640785
2692.382812	-72.837624
2695.312500	-72.865822
2698.242188	-72.464478
