Frequency (Hz)	Level (dB)
2150.390625	-50.405483
2153.320312	-49.554585
2156.250000	-49.562302
2159.179688	-51.434681
2162.109375	-51.844269
2165.039062	-51.014027
2167.968750	-51.612644
2170.898438	-50.658043
2173.828125	-51.191124
2176.757812	-51.676216
2179.687500	-51.679283
2182.617188	-52.265900
2185.546875	-50.961296
2188.476562	-51.420689
2191.406250	-51.338188
2194.335938	-51.070518
2197.265625	-51.179928
2200.195312	-51.239689
2203.125000	-51.747356
2206.054688	-52.396786
2208.984375	-50.787685
2211.914062	-51.792149
2214.843750	-52.265232
2217.773438	-52.685658
2220.703125	-50.999863
2223.632812	-51.368580
2226.562500	-51.443069
2229.492188	-52.102627
2232.421875	-51.805866
2235.351562	-52.345329
2238.281250	-52.204720
2241.210938	-52.328583
2244.140625	-52.644371
2247.070312	-52.066963
2250.000000	-51.596649
2252.929688	-49.641109
2255.859375	-50.513615
2258.789062	-49.151470
2261.718750	-49.082882
2264.648438	-49.809746
2267.578125	-50.110283
2270.507812	-49.570595
2273.437500	-50.334274
2276.367188	-50.570591
2279.296875	-51.058174
2282.226562	-50.467136
2285.156250	-49.134472
2288.085938	-49.529804
2291.015625	-50.140697
2293.945312	-50.806835
2296.875000	-51.263699
2299.804688	-50.447212
2302.734375	-51.154369
2305.664062	-51.246384
2308.593750	-51.653133
2311.523438	-50.788872
2314.453125	-50.263561
2317.382812	-50.580914
2320.312500	-50.293961
2323.242188	-51.315632
2326.171875	-50.800045
2329.101562	-50.293350
2332.031250	-51.252964
2334.960938	-51.774494
2337.890625	-52.271412
2340.820312	-53.032341
2343.750000	-51.766399
2346.679688	-51.196297
2349.609375	-50.714714
2352.539062	-52.761703
2355.468750	-52.097878
2358.398438	-52.509972
2361.328125	-51.872749
2364.257812	-51.085663
2367.187500	-51.504677
2370.117188	-52.273315
2373.046875	-51.122849
2375.976562	-50.964230
2378.906250	-51.273968
2381.835938	-50.179867
2384.765625	-50.405064
2387.695312	-49.049519
2390.625000	-50.449585
2393.554688	-49.234108
2396.484375	-48.953197
2399.414062	-48.922878
2402.343750	-49.124413
2405.273438	-48.486824
2408.203125	-50.290668
2411.132812	-50.645664
2414.062500	-49.986549
2416.992188	-50.815189
2419.921875	-49.177334
2422.851562	-49.332371
2425.781250	-50.144543
2428.710938	-50.235554
2431.640625	-50.709251
2434.570312	-50.346012
2437.500000	-48.764191
2440.429688	-49.965557
2443.359375	-50.788383
2446.289062	-50.287262
2449.218750	-50.166122
2452.148438	-49.923717
2455.078125	-50.221817
2458.007812	-49.695667
2460.937500	-50.498314
2463.867188	-50.246075
2466.796875	-50.723820
2469.726562	-51.691772
2472.656250	-51.614162
2475.585938	-50.284851
2478.515625	-50.011993
2481.445312	-51.075283
2484.375000	-51.522457
2487.304688	-50.189201
2490.234375	-49.945389
2493.164062	-51.541328
2496.093750	-51.075123
2499.023438	-50.755371
2501.953125	-50.122917
2504.882812	-51.036499
2507.812500	-51.430817
2510.742188	-50.244312
2513.671875	-49.497379
2516.601562	-48.267902
2519.531250	-48.116001
2522.460938	-48.902557
2525.390625	-48.731514
2528.320312	-48.920547
2531.250000	-47.970993
2534.179688	-49.546841
2537.109375	-48.285679
2540.039062	-48.555031
2542.968750	-50.031559
2545.898438	-48.795521
2548.828125	-48.399326
2551.757812	-49.406727
2554.687500	-48.690891
2557.617188	-49.812027
2560.546875	-50.217457
2563.476562	-49.534470
2566.406250	-48.372841
2569.335938	-50.101604
2572.265625	-49.780140
2575.195312	-49.603462
2578.125000	-49.191223
2581.054688	-49.582230
2583.984375	-49.273476
2586.914062	-49.887482
2589.843750	-50.498722
2592.773438	-49.962059
2595.703125	-49.982334
2598.632812	-49.427471
2601.562500	-49.914925
2604.492188	-50.967800
2607.421875	-50.082367
2610.351562	-49.775635
2613.281250	-47.922676
2616.210938	-50.190823
2619.140625	-50.233307
2622.070312	-50.536011
2625.000000	-50.230427
2627.929688	-50.432888
2630.859375	-49.896225
2633.789062	-50.376564
2636.718750	-50.224586
2639.648438	-48.976845
2642.578125	-49.830700
2645.507812	-49.050369
2648.437500	-48.892616
2651.367188	-48.673679
2654.296875	-48.384426
2657.226562	-48.586590
2660.156250	-47.997341
2663.085938	-47.899506
2666.015625	-47.601963
2668.945312	-48.506500
2671.875000	-49.008598
2674.804688	-48.412544
2677.734375	-48.291088
2680.664062	-48.294525
2683.593750	-48.973324
2686.523438	-48.354237
2689.453125	-50.346672
2692.382812	-50.077328
2695.312500	-48.050938
2698.242188	-48.461945
2701.171875	-47.970928
2704.101562	-48.993210
2707.031250	-49.049591
2709.960938	-48.352680
2712.890625	-48.593281
2715.820312	-49.520569
2718.750000	-48.889320
2721.679688	-48.991920
2724.609375	-49.669720
2727.539062	-49.527710
2730.468750	-50.985733
2733.398438	-50.887241
2736.328125	-50.380108
2739.257812	-50.385090
2742.187500	-50.902988
2745.117188	-50.467010
2748.046875	-49.116295
2750.976562	-48.607296
2753.906250	-49.555515
2756.835938	-50.144218
2759.765625	-50.383701
2762.695312	-49.269936
2765.625000	-49.493889
2768.554688	-49.218708
2771.484375	-49.265472
2774.414062	-48.649803
2777.343750	-47.799278
2780.273438	-48.687431
2783.203125	-47.242058
2786.132812	-48.376129
2789.062500	-48.120697
2791.992188	-49.368229
2794.921875	-48.471729
2797.851562	-48.107883
2800.781250	-48.575779
2803.710938	-48.296329
2806.640625	-48.133831
2809.570312	-48.703773
2812.500000	-47.734119
2815.429688	-49.104649
2818.359375	-49.271366
2821.289062	-50.270351
2824.218750	-47.960873
2827.148438	-48.585812
2830.078125	-48.233643
2833.007812	-48.357925
2835.937500	-49.318436
2838.867188	-49.374454
2841.796875	-48.825405
2844.726562	-49.126301
2847.656250	-49.218361
2850.585938	-49.348080
2853.515625	-49.775864
2856.445312	-49.382969
2859.375000	-49.207134
2862.304688	-49.259605
2865.234375	-48.506668
2868.164062	-49.353985
2871.093750	-49.335583
2874.023438	-50.122871
2876.953125	-49.917160
2879.882812	-50.569607
2882.812500	-49.564884
2885.742188	-49.906380
2888.671875	-49.613602
2891.601562	-49.149731
2894.531250	-51.092598
2897.460938	-49.938000
2900.390625	-48.533348
2903.320312	-47.780186
2906.250000	-48.418633
2909.179688	-48.794643
2912.109375	-48.422321
2915.039062	-48.280823
2917.968750	-47.413727
2920.898438	-48.161396
2923.828125	-47.360043
2926.757812	-48.084667
2929.687500	-48.962337
2932.617188	-48.387104
2935.546875	-48.739349
2938.476562	-48.727844
2941.406250	-48.184673
2944.335938	-49.125610
2947.265625	-49.013313
2950.195312	-49.567535
2953.125000	-47.990238
2956.054688	-48.528206
2958.984375	-48.382694
2961.914062	-48.888634
2964.843750	-50.156166
2967.773438	-49.418175
2970.703125	-48.815094
2973.632812	-48.691547
2976.562500	-49.138008
