Frequency (Hz)	Level (dB)
437.500000	-71.285202
437.988281	-71.481674
438.476562	-74.868301
438.964844	-74.907883
439.453125	-71.420280
439.941406	-75.722038
440.429688	-74.403397
440.917969	-73.365120
441.406250	-71.861969
441.894531	-74.151566
442.382812	-72.152672
442.871094	-71.535599
443.359375	-72.756805
443.847656	-75.968803
444.335938	-74.194595
444.824219	-70.688454
445.312500	-75.813011
445.800781	-74.596947
446.289062	-73.438049
446.777344	-71.720200
447.265625	-72.311249
447.753906	-73.542686
448.242188	-73.371315
448.730469	-71.020897
449.218750	-71.267868
449.707031	-71.802559
450.195312	-75.768463
450.683594	-72.737938
451.171875	-72.265007
451.660156	-73.596916
452.148438	-71.847885
452.636719	-74.408859
453.125000	-72.134743
453.613281	-74.825439
454.101562	-72.214287
454.589844	-71.490990
455.078125	-71.363129
455.566406	-72.650497
456.054688	-72.349892
456.542969	-71.118973
457.031250	-73.040237
457.519531	-71.853683
458.007812	-72.658966
458.496094	-72.566124
458.984375	-70.403809
459.472656	-72.740501
459.960938	-72.022583
460.449219	-71.372505
460.937500	-72.126656
461.425781	-73.423080
461.914062	-75.265617
462.402344	-70.698151
462.890625	-70.198830
463.378906	-71.771515
463.867188	-71.445175
464.355469	-70.640610
464.843750	-70.008873
465.332031	-71.805656
465.820312	-72.808815
466.308594	-69.155846
466.796875	-69.240845
467.285156	-72.248528
467.773438	-69.865150
468.261719	-69.549026
468.750000	-70.379128
469.238281	-68.224609
469.726562	-69.033211
470.214844	-68.525490
470.703125	-68.541199
471.191406	-69.132896
471.679688	-69.971283
472.167969	-71.620651
472.656250	-69.110085
473.144531	-69.525887
473.632812	-69.829720
474.121094	-70.714706
474.609375	-69.176979
475.097656	-70.469635
475.585938	-69.945747
476.074219	-69.967476
476.562500	-68.101295
477.050781	-67.212700
477.539062	-69.111252
478.027344	-69.309425
478.515625	-68.302223
479.003906	-69.810516
479.492188	-69.310028
479.980469	-69.551704
480.468750	-67.680473
480.957031	-69.223907
481.445312	-67.998375
481.933594	-66.816536
482.421875	-68.472145
482.910156	-68.380035
483.398438	-67.804520
483.886719	-67.626038
484.375000	-68.793358
484.863281	-69.292000
485.351562	-67.136688
485.839844	-66.500153
486.328125	-67.561523
486.816406	-68.610291
487.304688	-68.263489
487.792969	-68.545113
488.281250	-69.542107
488.769531	-66.748268
489.257812	-64.071556
489.746094	-64.820953
490.234375	-65.566727
490.722656	-67.327072
491.210938	-67.075638
491.699219	-69.232697
492.187500	-69.313698
492.675781	-65.030594
493.164062	-63.579620
493.652344	-65.704765
494.140625	-67.735023
494.628906	-64.367775
495.117188	-65.243401
495.605469	-67.058228
496.093750	-63.778267
496.582031	-65.304031
497.070312	-66.404312
497.558594	-66.170853
498.046875	-64.665710
498.535156	-64.918137
499.023438	-64.596344
499.511719	-64.707275
500.000000	-65.829353
500.488281	-65.913017
500.976562	-65.594421
501.464844	-64.076958
501.953125	-61.936474
502.441406	-64.237610
502.929688	-64.874908
503.417969	-65.177109
503.906250	-63.051659
504.394531	-65.594727
504.882812	-63.272804
505.371094	-64.480804
505.859375	-63.498569
506.347656	-63.499634
506.835938	-63.793701
507.324219	-60.046589
507.812500	-62.033291
508.300781	-65.220680
508.789062	-64.001335
509.277344	-63.749237
509.765625	-65.199005
510.253906	-65.719780
510.742188	-61.741043
511.230469	-63.060589
511.718750	-65.020142
512.207031	-63.799484
512.695312	-62.876087
513.183594	-63.984467
513.671875	-62.912079
514.160156	-64.193748
514.648438	-63.566444
515.136719	-63.560947
515.625000	-62.786110
516.113281	-61.782284
516.601562	-62.377201
517.089844	-66.237297
517.578125	-64.829666
518.066406	-65.511841
518.554688	-63.249844
519.042969	-61.474377
519.531250	-64.481560
520.019531	-65.498993
520.507812	-65.142128
520.996094	-65.219276
521.484375	-64.820885
521.972656	-64.669182
522.460938	-64.401543
522.949219	-64.988701
523.437500	-65.872452
523.925781	-63.803501
524.414062	-65.117210
524.902344	-65.079277
525.390625	-65.538811
525.878906	-66.888329
526.367188	-65.469086
526.855469	-65.651566
527.343750	-67.086723
527.832031	-64.888168
528.320312	-66.410973
528.808594	-66.440666
529.296875	-65.963615
529.785156	-65.419144
530.273438	-66.463432
530.761719	-65.354027
531.250000	-63.848064
531.738281	-65.447327
532.226562	-64.180252
532.714844	-65.335121
533.203125	-64.280388
533.691406	-64.742973
534.179688	-68.000359
534.667969	-65.706848
535.156250	-66.734024
535.644531	-66.102089
536.132812	-65.805008
536.621094	-66.465500
537.109375	-67.209122
537.597656	-67.386322
538.085938	-66.807350
538.574219	-69.005630
539.062500	-66.655342
539.550781	-66.701218
540.039062	-66.702103
540.527344	-68.894348
541.015625	-68.947121
541.503906	-66.937691
541.992188	-67.792442
542.480469	-66.632729
542.968750	-66.038292
543.457031	-68.274811
543.945312	-68.978165
544.433594	-68.365433
544.921875	-68.235588
545.410156	-67.815910
545.898438	-69.260094
546.386719	-72.628891
546.875000	-70.625671
547.363281	-69.677940
547.851562	-68.925255
548.339844	-67.984680
548.828125	-70.090630
549.316406	-68.618919
549.804688	-68.624901
550.292969	-69.810631
550.781250	-68.431076
551.269531	-68.767509
551.757812	-69.698845
552.246094	-68.572296
552.734375	-69.725967
553.222656	-70.564323
553.710938	-70.392525
554.199219	-67.679604
554.687500	-69.944252
555.175781	-69.780052
555.664062	-69.628395
556.152344	-68.777527
556.640625	-69.197342
557.128906	-69.657188
557.617188	-69.712601
558.105469	-69.196709
558.593750	-69.878189
559.082031	-70.711517
559.570312	-68.653679
560.058594	-69.213593
560.546875	-72.109818
561.035156	-69.680305
561.523438	-70.703018
562.011719	-71.472069
562.500000	-71.312065
562.988281	-69.908813
563.476562	-70.755569
563.964844	-70.759529
564.453125	-70.685715
564.941406	-70.652534
565.429688	-73.753166
565.917969	-70.625687
566.406250	-71.802849
566.894531	-72.384178
567.382812	-70.194099
567.871094	-71.338112
568.359375	-70.982529
568.847656	-70.376144
569.335938	-70.148010
569.824219	-71.346542
570.312500	-71.779800
570.800781	-73.293800
571.289062	-72.464165
571.777344	-71.251152
572.265625	-70.948524
572.753906	-71.326073
573.242188	-70.374680
573.730469	-71.667076
574.218750	-74.205826
574.707031	-74.302986
575.195312	-71.904877
575.683594	-71.677025
576.171875	-70.510994
576.660156	-73.719994
577.148438	-72.327293
577.636719	-71.100418
578.125000	-73.022530
578.613281	-70.381226
579.101562	-73.177834
579.589844	-73.530991
580.078125	-73.173157
580.566406	-71.758606
581.054688	-72.159866
581.542969	-73.647545
582.031250	-73.788857
582.519531	-71.492714
583.007812	-72.393471
583.496094	-70.276817
583.984375	-73.328934
584.472656	-72.890823
584.960938	-73.891693
585.449219	-73.100014
585.937500	-72.951866
586.425781	-70.929077
586.914062	-72.614822
587.402344	-72.023132
587.890625	-74.919823
588.378906	-72.919991
588.867188	-71.914948
589.355469	-71.861641
589.843750	-70.746132
590.332031	-73.909340
590.820312	-73.024872
591.308594	-72.814232
591.796875	-73.489883
592.285156	-72.799973
592.773438	-72.584160
593.261719	-69.362686
593.750000	-72.368225
594.238281	-74.507507
594.726562	-72.953041
595.214844	-73.904556
595.703125	-75.178993
596.191406	-72.142960
596.679688	-72.936462
597.167969	-73.002602
597.656250	-73.793030
598.144531	-72.402336
598.632812	-73.786812
599.121094	-71.425705
599.609375	-71.287292
600.097656	-71.990463
600.585938	-72.837868
601.074219	-71.244705
601.562500	-73.115143
602.050781	-73.747246
602.539062	-71.717926
603.027344	-75.469101
603.515625	-72.471863
604.003906	-74.042458
604.492188	-72.682693
604.980469	-72.497292
605.468750	-73.491714
605.957031	-73.540558
606.445312	-72.799622
606.933594	-73.206650
607.421875	-73.572861
607.910156	-72.858452
608.398438	-74.535782
608.886719	-73.533981
609.375000	-73.819969
609.863281	-73.793922
610.351562	-71.320580
610.839844	-74.528053
611.328125	-75.092064
611.816406	-72.271996
612.304688	-73.861320
612.792969	-73.865303
613.281250	-77.065361
613.769531	-73.698921
614.257812	-73.393051
614.746094	-73.712944
615.234375	-72.828804
615.722656	-74.367546
616.210938	-73.372261
616.699219	-71.825890
617.187500	-74.218750
617.675781	-73.341843
618.164062	-73.459801
